College,Branch,Year,University,Category,Percentile
"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",Elecrical Engineering,2021,SGBAU,EWS,41.44463379
"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",Elecrical Engineering,2021,SGBAU,GOBCS,26.26051754
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Computer Engineering,2023,RTMNU,GOPENS,90.0081429
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Computer Engineering,2023,RTMNU,TFWS,92.9054213
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Computer Engineering,2023,RTMNU,EWS,90.6493875
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Computer Engineering,2023,RTMNU,GOBCS,72.7060426
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Information Technology ,2023,RTMNU,GOPENS,87.4167744
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Information Technology ,2023,RTMNU,TFWS,90.8511759
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Information Technology ,2023,RTMNU,EWS,87.6299679
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Information Technology ,2023,RTMNU,GOBCS,50.9996691
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Mechanical Engineering,2023,RTMNU,GOPENS,61.2621174
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Mechanical Engineering,2023,RTMNU,TFWS,70.0988506
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Mechanical Engineering,2023,RTMNU,EWS,62.0823842
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Mechanical Engineering,2023,RTMNU,GOBCS,30.5619889
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Elecrical Engineering,2023,RTMNU,GOPENS,45.9187639
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Elecrical Engineering,2023,RTMNU,TFWS,70.9370842
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Elecrical Engineering,2023,RTMNU,EWS,30.5619889
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Elecrical Engineering,2023,RTMNU,GOBCS,7.0709457
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Computer Engineering,2023,RTMNU,GOPENS,97.6715453
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Computer Engineering,2023,RTMNU,TFWS,98.7399046
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Computer Engineering,2023,RTMNU,EWS,97.3519362
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Computer Engineering,2023,RTMNU,GOBCS,94.2383135
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Information Technology ,2023,RTMNU,GOPENS,97.2281449
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Information Technology ,2023,RTMNU,TFWS,98.3843375
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Information Technology ,2023,RTMNU,EWS,97.0529612
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Information Technology ,2023,RTMNU,GOBCS,92.2067826
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Mechanical Engineering,2023,RTMNU,GOPENS,84.1495823
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Mechanical Engineering,2023,RTMNU,TFWS,89.978791
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Mechanical Engineering,2023,RTMNU,EWS,68.3772406
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Mechanical Engineering,2023,RTMNU,GOBCS,16.7412669
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Elecrical Engineering,2023,RTMNU,GOPENS,88.2419713
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Elecrical Engineering,2023,RTMNU,TFWS,91.3351936
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Elecrical Engineering,2023,RTMNU,EWS,89.4070809
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Elecrical Engineering,2023,RTMNU,GOBCS,61.6697194
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Computer Engineering,2023,RTMNU,GOPENS,58.8113371
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Computer Engineering,2023,RTMNU,TFWS,53.926243
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Computer Engineering,2023,RTMNU,EWS,10.4564832
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Computer Engineering,2023,RTMNU,GOBCS,55.2181517
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Information Technology ,2023,RTMNU,GOPENS,48.7700838
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Information Technology ,2023,RTMNU,TFWS,15.1013848
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Information Technology ,2023,RTMNU,EWS,45.6704109
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Information Technology ,2023,RTMNU,GOBCS,14.9316558
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Mechanical Engineering,2023,RTMNU,GOPENS,16.5730741
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Mechanical Engineering,2023,RTMNU,TFWS,8.0762868
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Mechanical Engineering,2023,RTMNU,EWS,2.7252476
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Mechanical Engineering,2023,RTMNU,GOBCS,15.1013848
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Elecrical Engineering,2023,RTMNU,GOPENS,32.3435843
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Elecrical Engineering,2023,RTMNU,TFWS,23.9925869
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Elecrical Engineering,2023,RTMNU,EWS,10.7718485
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Elecrical Engineering,2023,RTMNU,GOBCS,6.7586339
"Government College of Engineering, Nagpur",Computer Engineering,2023,RTMNU,GOPENS,96.7092973
"Government College of Engineering, Nagpur",Computer Engineering,2023,RTMNU,TFWS,97.6924899
"Government College of Engineering, Nagpur",Computer Engineering,2023,RTMNU,EWS,94.8692104
"Government College of Engineering, Nagpur",Computer Engineering,2023,RTMNU,GOBCS,95.299692
"Government College of Engineering, Nagpur",Information Technology ,2023,RTMNU,GOPENS,91.1864731
"Government College of Engineering, Nagpur",Information Technology ,2023,RTMNU,TFWS,93.4068013
"Government College of Engineering, Nagpur",Information Technology ,2023,RTMNU,EWS,89.5056923
"Government College of Engineering, Nagpur",Information Technology ,2023,RTMNU,GOBCS,90.0081429
"Government College of Engineering, Nagpur",Mechanical Engineering,2023,RTMNU,GOPENS,77.6049916
"Government College of Engineering, Nagpur",Mechanical Engineering,2023,RTMNU,TFWS,79.0746326
"Government College of Engineering, Nagpur",Mechanical Engineering,2023,RTMNU,EWS,66.4465439
"Government College of Engineering, Nagpur",Mechanical Engineering,2023,RTMNU,GOBCS,74.9700023
"Government College of Engineering, Nagpur",Elecrical Engineering,2023,RTMNU,GOPENS,82.4069575
"Government College of Engineering, Nagpur",Elecrical Engineering,2023,RTMNU,TFWS,85.2978814
"Government College of Engineering, Nagpur",Elecrical Engineering,2023,RTMNU,EWS,72.9031949
"Government College of Engineering, Nagpur",Elecrical Engineering,2023,RTMNU,GOBCS,79.5386869
"Kavi Kulguru Institute of Technology & Science, Ramtek",Computer Engineering,2023,RTMNU,GOPENS,67.9316888
"Kavi Kulguru Institute of Technology & Science, Ramtek",Computer Engineering,2023,RTMNU,TFWS,81.0304563
"Kavi Kulguru Institute of Technology & Science, Ramtek",Computer Engineering,2023,RTMNU,EWS,15.6956852
"Kavi Kulguru Institute of Technology & Science, Ramtek",Computer Engineering,2023,RTMNU,GOBCS,65.7244332
"Kavi Kulguru Institute of Technology & Science, Ramtek",Information Technology ,2023,RTMNU,GOPENS,69.3871747
"Kavi Kulguru Institute of Technology & Science, Ramtek",Information Technology ,2023,RTMNU,TFWS,81.3782643
"Kavi Kulguru Institute of Technology & Science, Ramtek",Information Technology ,2023,RTMNU,EWS,26.2202423
"Kavi Kulguru Institute of Technology & Science, Ramtek",Information Technology ,2023,RTMNU,GOBCS,66.0248119
"Kavi Kulguru Institute of Technology & Science, Ramtek",Mechanical Engineering,2023,RTMNU,GOPENS,25.7906003
"Kavi Kulguru Institute of Technology & Science, Ramtek",Mechanical Engineering,2023,RTMNU,TFWS,23.9925869
"Kavi Kulguru Institute of Technology & Science, Ramtek",Mechanical Engineering,2023,RTMNU,EWS,14.9912318
"Kavi Kulguru Institute of Technology & Science, Ramtek",Mechanical Engineering,2023,RTMNU,GOBCS,6.973842
"Kavi Kulguru Institute of Technology & Science, Ramtek",Elecrical Engineering,2023,RTMNU,GOPENS,32.3435843
"Kavi Kulguru Institute of Technology & Science, Ramtek",Elecrical Engineering,2023,RTMNU,TFWS,33.8709677
"Kavi Kulguru Institute of Technology & Science, Ramtek",Elecrical Engineering,2023,RTMNU,EWS,32.4992712
"Kavi Kulguru Institute of Technology & Science, Ramtek",Elecrical Engineering,2023,RTMNU,GOBCS,21.2317049
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Computer Engineering,2023,RTMNU,GOPENS,67.9791157
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Computer Engineering,2023,RTMNU,TFWS,74.5106403
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Computer Engineering,2023,RTMNU,EWS,59.5292331
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Computer Engineering,2023,RTMNU,GOBCS,63.050238
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Information Technology ,2023,RTMNU,GOPENS,33.083064
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Information Technology ,2023,RTMNU,TFWS,43.3167495
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Information Technology ,2023,RTMNU,EWS,26.9007793
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Information Technology ,2023,RTMNU,GOBCS,22.1694264
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Mechanical Engineering,2023,RTMNU,GOPENS,3.5025356
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Mechanical Engineering,2023,RTMNU,TFWS,51.2359011
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Mechanical Engineering,2023,RTMNU,EWS,20.8205322
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Mechanical Engineering,2023,RTMNU,GOBCS,9.5134004
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Elecrical Engineering,2023,RTMNU,GOPENS,35.6598862
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Elecrical Engineering,2023,RTMNU,TFWS,51.2359011
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Elecrical Engineering,2023,RTMNU,EWS,20.1763116
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Elecrical Engineering,2023,RTMNU,GOBCS,15.6956852
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Computer Engineering,2023,RTMNU,GOPENS,48.9390238
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Computer Engineering,2023,RTMNU,TFWS,61.6697194
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Computer Engineering,2023,RTMNU,EWS,10.4564832
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Computer Engineering,2023,RTMNU,GOBCS,43.3051128
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Information Technology ,2023,RTMNU,GOPENS,43.3051128
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Information Technology ,2023,RTMNU,TFWS,66.4465439
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Information Technology ,2023,RTMNU,EWS,7.104006
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Information Technology ,2023,RTMNU,GOBCS,36.1623265
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Mechanical Engineering,2023,RTMNU,GOPENS,19.8474395
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Mechanical Engineering,2023,RTMNU,TFWS,19.2567241
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Mechanical Engineering,2023,RTMNU,EWS,16.5730741
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Mechanical Engineering,2023,RTMNU,GOBCS,12.7559948
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Elecrical Engineering,2023,RTMNU,GOPENS,30.014662
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Elecrical Engineering,2023,RTMNU,TFWS,32.5908894
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Elecrical Engineering,2023,RTMNU,EWS,18.375784
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Elecrical Engineering,2023,RTMNU,GOBCS,20.232792
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Computer Engineering,2023,RTMNU,GOPENS,67.1125395
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Computer Engineering,2023,RTMNU,TFWS,76.6964455
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Computer Engineering,2023,RTMNU,EWS,13.7713294
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Computer Engineering,2023,RTMNU,GOBCS,63.088298
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Information Technology ,2023,RTMNU,GOPENS,56.5826603
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Information Technology ,2023,RTMNU,TFWS,63.050238
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Information Technology ,2023,RTMNU,EWS,6.8230277
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Information Technology ,2023,RTMNU,GOBCS,50.9996691
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Mechanical Engineering,2023,RTMNU,GOPENS,25.8381109
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Mechanical Engineering,2023,RTMNU,TFWS,14.7866072
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Mechanical Engineering,2023,RTMNU,EWS,13.5440394
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Mechanical Engineering,2023,RTMNU,GOBCS,7.104006
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Elecrical Engineering,2023,RTMNU,GOPENS,27.3337429
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Elecrical Engineering,2023,RTMNU,TFWS,26.3140433
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Elecrical Engineering,2023,RTMNU,EWS,57.4413646
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Elecrical Engineering,2023,RTMNU,GOBCS,6.4853556
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Computer Engineering,2022,RTMNU,GOPENS,90.71281453
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Computer Engineering,2022,RTMNU,TFWS,94.00346521
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Computer Engineering,2022,RTMNU,EWS,92.6216578
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Computer Engineering,2022,RTMNU,GOBCS,74.34337884
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Information Technology ,2022,RTMNU,GOPENS,90.36911496
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Information Technology ,2022,RTMNU,TFWS,91.812885
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Information Technology ,2022,RTMNU,EWS,89.73202486
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Information Technology ,2022,RTMNU,GOBCS,53.7900254
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Mechanical Engineering,2022,RTMNU,GOPENS,63.23306055
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Mechanical Engineering,2022,RTMNU,TFWS,71.57960336
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Mechanical Engineering,2022,RTMNU,EWS,64.11769264
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Mechanical Engineering,2022,RTMNU,GOBCS,32.05902372
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Elecrical Engineering,2022,RTMNU,GOPENS,47.24008831
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Elecrical Engineering,2022,RTMNU,TFWS,72.95303753
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Elecrical Engineering,2022,RTMNU,EWS,31.12862248
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",Elecrical Engineering,2022,RTMNU,GOBCS,7.634177902
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Computer Engineering,2022,RTMNU,GOPENS,96.89317768
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Computer Engineering,2022,RTMNU,TFWS,97.01211677
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Computer Engineering,2022,RTMNU,EWS,96.82010669
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Computer Engineering,2022,RTMNU,GOBCS,95.40397073
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Information Technology ,2022,RTMNU,GOPENS,94.50066101
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Information Technology ,2022,RTMNU,TFWS,96.83742722
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Information Technology ,2022,RTMNU,EWS,94.80973253
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Information Technology ,2022,RTMNU,GOBCS,93.53063502
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Mechanical Engineering,2022,RTMNU,GOPENS,85.27873826
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Mechanical Engineering,2022,RTMNU,TFWS,91.67171299
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Mechanical Engineering,2022,RTMNU,EWS,71.04982663
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Mechanical Engineering,2022,RTMNU,GOBCS,19.3649006
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Elecrical Engineering,2022,RTMNU,GOPENS,90.25493402
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Elecrical Engineering,2022,RTMNU,TFWS,93.78067876
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Elecrical Engineering,2022,RTMNU,EWS,89.98693185
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Elecrical Engineering,2022,RTMNU,GOBCS,63.94866964
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Computer Engineering,2022,RTMNU,GOPENS,61.73769667
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Computer Engineering,2022,RTMNU,TFWS,55.65521281
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Computer Engineering,2022,RTMNU,EWS,12.51688608
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Computer Engineering,2022,RTMNU,GOBCS,55.72081559
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Information Technology ,2022,RTMNU,GOPENS,50.68546664
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Information Technology ,2022,RTMNU,TFWS,17.29987347
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Information Technology ,2022,RTMNU,EWS,46.43769323
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Information Technology ,2022,RTMNU,GOBCS,17.32921112
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Mechanical Engineering,2022,RTMNU,GOPENS,18.87353325
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Mechanical Engineering,2022,RTMNU,TFWS,10.75147905
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Mechanical Engineering,2022,RTMNU,EWS,4.686462873
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Mechanical Engineering,2022,RTMNU,GOBCS,15.69700891
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Elecrical Engineering,2022,RTMNU,GOPENS,33.19567512
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Elecrical Engineering,2022,RTMNU,TFWS,25.68750043
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Elecrical Engineering,2022,RTMNU,EWS,12.61517693
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Elecrical Engineering,2022,RTMNU,GOBCS,9.283936212
"Government College of Engineering, Nagpur",Computer Engineering,2022,RTMNU,GOPENS,95.09277399
"Government College of Engineering, Nagpur",Computer Engineering,2022,RTMNU,TFWS,96.5208439
"Government College of Engineering, Nagpur",Computer Engineering,2022,RTMNU,EWS,97.05301037
"Government College of Engineering, Nagpur",Computer Engineering,2022,RTMNU,GOBCS,97.18196498
"Government College of Engineering, Nagpur",Information Technology ,2022,RTMNU,GOPENS,91.91969984
"Government College of Engineering, Nagpur",Information Technology ,2022,RTMNU,TFWS,95.00043911
"Government College of Engineering, Nagpur",Information Technology ,2022,RTMNU,EWS,91.80513686
"Government College of Engineering, Nagpur",Information Technology ,2022,RTMNU,GOBCS,91.55418143
"Government College of Engineering, Nagpur",Mechanical Engineering,2022,RTMNU,GOPENS,79.79334397
"Government College of Engineering, Nagpur",Mechanical Engineering,2022,RTMNU,TFWS,80.80412319
"Government College of Engineering, Nagpur",Mechanical Engineering,2022,RTMNU,EWS,67.27967347
"Government College of Engineering, Nagpur",Mechanical Engineering,2022,RTMNU,GOBCS,75.64065854
"Government College of Engineering, Nagpur",Elecrical Engineering,2022,RTMNU,GOPENS,83.1732107
"Government College of Engineering, Nagpur",Elecrical Engineering,2022,RTMNU,TFWS,85.83422482
"Government College of Engineering, Nagpur",Elecrical Engineering,2022,RTMNU,EWS,74.24559265
"Government College of Engineering, Nagpur",Elecrical Engineering,2022,RTMNU,GOBCS,80.50377686
"Kavi Kulguru Institute of Technology & Science, Ramtek",Computer Engineering,2022,RTMNU,GOPENS,68.85302569
"Kavi Kulguru Institute of Technology & Science, Ramtek",Computer Engineering,2022,RTMNU,TFWS,82.89970488
"Kavi Kulguru Institute of Technology & Science, Ramtek",Computer Engineering,2022,RTMNU,EWS,16.31630278
"Kavi Kulguru Institute of Technology & Science, Ramtek",Computer Engineering,2022,RTMNU,GOBCS,68.38792594
"Kavi Kulguru Institute of Technology & Science, Ramtek",Information Technology ,2022,RTMNU,GOPENS,70.8063049
"Kavi Kulguru Institute of Technology & Science, Ramtek",Information Technology ,2022,RTMNU,TFWS,82.45266224
"Kavi Kulguru Institute of Technology & Science, Ramtek",Information Technology ,2022,RTMNU,EWS,28.98334295
"Kavi Kulguru Institute of Technology & Science, Ramtek",Information Technology ,2022,RTMNU,GOBCS,67.03136835
"Kavi Kulguru Institute of Technology & Science, Ramtek",Mechanical Engineering,2022,RTMNU,GOPENS,26.97566514
"Kavi Kulguru Institute of Technology & Science, Ramtek",Mechanical Engineering,2022,RTMNU,TFWS,25.032263
"Kavi Kulguru Institute of Technology & Science, Ramtek",Mechanical Engineering,2022,RTMNU,EWS,15.70164512
"Kavi Kulguru Institute of Technology & Science, Ramtek",Mechanical Engineering,2022,RTMNU,GOBCS,9.425412007
"Kavi Kulguru Institute of Technology & Science, Ramtek",Elecrical Engineering,2022,RTMNU,GOPENS,34.93413533
"Kavi Kulguru Institute of Technology & Science, Ramtek",Elecrical Engineering,2022,RTMNU,TFWS,34.61363617
"Kavi Kulguru Institute of Technology & Science, Ramtek",Elecrical Engineering,2022,RTMNU,EWS,35.07682934
"Kavi Kulguru Institute of Technology & Science, Ramtek",Elecrical Engineering,2022,RTMNU,GOBCS,22.03430849
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Computer Engineering,2022,RTMNU,GOPENS,69.32658957
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Computer Engineering,2022,RTMNU,TFWS,75.33259454
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Computer Engineering,2022,RTMNU,EWS,60.41244174
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Computer Engineering,2022,RTMNU,GOBCS,64.83590931
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Information Technology ,2022,RTMNU,GOPENS,34.15885236
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Information Technology ,2022,RTMNU,TFWS,44.52492549
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Information Technology ,2022,RTMNU,EWS,27.48701172
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Information Technology ,2022,RTMNU,GOBCS,24.41930201
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Mechanical Engineering,2022,RTMNU,GOPENS,5.315914708
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Mechanical Engineering,2022,RTMNU,TFWS,53.42739995
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Mechanical Engineering,2022,RTMNU,EWS,22.22492342
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Mechanical Engineering,2022,RTMNU,GOBCS,11.69006269
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Elecrical Engineering,2022,RTMNU,GOPENS,38.16124047
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Elecrical Engineering,2022,RTMNU,TFWS,53.26333955
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Elecrical Engineering,2022,RTMNU,EWS,21.6727099
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Elecrical Engineering,2022,RTMNU,GOBCS,16.71380788
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Computer Engineering,2022,RTMNU,GOPENS,49.9091838
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Computer Engineering,2022,RTMNU,TFWS,62.63437014
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Computer Engineering,2022,RTMNU,EWS,12.10153288
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Computer Engineering,2022,RTMNU,GOBCS,45.02113901
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Information Technology ,2022,RTMNU,GOPENS,44.37252801
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Information Technology ,2022,RTMNU,TFWS,69.13263878
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering & Technology, Nagpur",Information Technology ,2022,RTMNU,EWS,8.749790962
